decision_id,world_idx,r_a,r_b,delta_full
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,97,-4.0,-10.0,-6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,98,10.0,10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,99,4.0,-4.0,-8.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,100,-4.0,-4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,101,-4.0,-4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,102,-4.0,-4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,103,-4.0,10.0,14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,104,-10.0,10.0,20.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,105,4.0,10.0,6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,106,4.0,-4.0,-8.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,107,4.0,-10.0,-14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,108,-10.0,10.0,20.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,109,10.0,-4.0,-14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,110,10.0,10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,111,4.0,-4.0,-8.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,112,4.0,-10.0,-14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,113,4.0,4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,114,4.0,4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,115,10.0,-10.0,-20.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,116,4.0,4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,117,4.0,4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,118,-4.0,-4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,119,-4.0,-10.0,-6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,120,-10.0,-10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,121,-10.0,-10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,122,4.0,-10.0,-14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,123,-10.0,4.0,14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,124,-4.0,4.0,8.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,125,10.0,10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,126,4.0,4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,127,4.0,-4.0,-8.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,128,-4.0,-10.0,-6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,129,4.0,4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,130,-4.0,-10.0,-6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,131,4.0,-10.0,-14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,132,10.0,-4.0,-14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,133,-4.0,-10.0,-6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,134,4.0,-10.0,-14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,135,-4.0,-4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,136,10.0,4.0,-6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,137,10.0,-4.0,-14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,138,10.0,4.0,-6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,139,-4.0,4.0,8.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,140,10.0,-4.0,-14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,141,-10.0,-10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,142,-10.0,-10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,143,-4.0,-10.0,-6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,144,10.0,-10.0,-20.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,145,4.0,10.0,6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,146,-4.0,4.0,8.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,147,10.0,-4.0,-14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,148,4.0,10.0,6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,149,10.0,10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,150,10.0,4.0,-6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,151,4.0,10.0,6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,152,-10.0,-10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,153,10.0,-4.0,-14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,154,4.0,-10.0,-14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,155,10.0,10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,156,-4.0,-4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,157,-4.0,-10.0,-6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,158,10.0,-4.0,-14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,159,-4.0,-4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,160,4.0,10.0,6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,161,4.0,10.0,6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,162,-4.0,-10.0,-6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,163,10.0,-10.0,-20.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,164,10.0,-4.0,-14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,165,4.0,4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,166,4.0,-10.0,-14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,167,-4.0,10.0,14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,168,-4.0,-10.0,-6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,169,10.0,10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,170,-10.0,4.0,14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,171,10.0,10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,172,-10.0,-10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,173,10.0,-10.0,-20.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,174,-4.0,-4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,175,-10.0,-10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,176,-4.0,10.0,14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,177,-10.0,4.0,14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,178,-4.0,-4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,179,4.0,10.0,6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,180,10.0,-10.0,-20.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,181,-10.0,-10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,182,10.0,10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,183,-10.0,-10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,184,-10.0,-10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,185,-4.0,-4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,186,4.0,4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,187,-4.0,-4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,188,-4.0,10.0,14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,189,4.0,10.0,6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,190,4.0,4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,191,-10.0,4.0,14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,192,-4.0,-10.0,-6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,193,4.0,-4.0,-8.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,194,10.0,10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,195,10.0,-4.0,-14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,196,10.0,-10.0,-20.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,197,10.0,4.0,-6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,198,4.0,-4.0,-8.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,199,-10.0,-4.0,6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,200,-10.0,-10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,201,-4.0,4.0,8.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,202,-10.0,10.0,20.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,203,4.0,4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,204,-10.0,-10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,205,-4.0,-4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,206,-10.0,10.0,20.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,207,-4.0,-10.0,-6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,208,-4.0,-4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,209,10.0,-4.0,-14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,210,-10.0,-10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,211,-10.0,-10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,212,10.0,-10.0,-20.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,213,10.0,10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,214,-4.0,10.0,14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,215,-4.0,4.0,8.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,216,10.0,10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,217,-10.0,-4.0,6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,218,4.0,4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,219,10.0,-4.0,-14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,220,-10.0,-4.0,6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,221,10.0,-10.0,-20.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,222,-4.0,10.0,14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,223,10.0,-4.0,-14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,224,4.0,-4.0,-8.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,225,-10.0,10.0,20.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,226,4.0,-10.0,-14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,227,-4.0,-4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,228,-4.0,-4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,229,10.0,10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,230,-10.0,-4.0,6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,231,10.0,10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,232,-4.0,-4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,233,-10.0,-10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,234,4.0,10.0,6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,235,10.0,10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,236,-10.0,-4.0,6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,237,-4.0,-4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,238,-4.0,-4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,239,-4.0,10.0,14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,240,10.0,-10.0,-20.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,241,-4.0,4.0,8.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,242,-4.0,-10.0,-6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,243,-4.0,-4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,244,10.0,10.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,245,-10.0,10.0,20.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,246,-4.0,-4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,247,-10.0,-4.0,6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,248,-4.0,10.0,14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,249,-10.0,-4.0,6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,250,10.0,4.0,-6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,251,10.0,4.0,-6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,252,-10.0,-4.0,6.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,253,-4.0,-4.0,0.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,254,4.0,-10.0,-14.0
2025-2025040820gm-00a9-0000-57062ba3-01-s3-d4,255,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,0,10.0,-4.0,-14.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,1,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,2,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,3,-4.0,-4.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,4,4.0,-10.0,-14.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,5,-4.0,4.0,8.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,6,4.0,10.0,6.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,7,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,8,4.0,10.0,6.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,9,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,10,10.0,4.0,-6.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,11,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,12,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,13,4.0,4.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,14,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,15,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,16,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,17,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,18,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,19,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,20,4.0,10.0,6.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,21,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,22,4.0,4.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,23,4.0,4.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,24,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,25,4.0,4.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,26,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,27,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,28,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,29,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,30,10.0,-4.0,-14.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,31,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,32,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,33,4.0,-4.0,-8.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,34,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,35,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,36,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,37,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,38,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,39,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,40,4.0,-10.0,-14.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,41,4.0,-4.0,-8.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,42,4.0,10.0,6.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,43,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,44,10.0,-4.0,-14.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,45,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,46,-4.0,-4.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,47,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,48,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,49,4.0,-4.0,-8.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,50,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,51,10.0,4.0,-6.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,52,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,53,4.0,10.0,6.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,54,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,55,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,56,4.0,-4.0,-8.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,57,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,58,10.0,-4.0,-14.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,59,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,60,4.0,4.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,61,4.0,-4.0,-8.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,62,-4.0,-4.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,63,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,64,10.0,4.0,-6.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,65,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,66,4.0,4.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,67,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,68,4.0,4.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,69,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,70,-4.0,-4.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,71,-4.0,-4.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,72,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,73,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,74,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,75,4.0,10.0,6.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,76,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,77,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,78,-4.0,-4.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,79,-4.0,10.0,14.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,80,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,81,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,82,4.0,4.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,83,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,84,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,85,-4.0,4.0,8.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,86,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,87,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,88,4.0,4.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,89,4.0,4.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,90,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,91,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,92,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,93,4.0,10.0,6.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,94,10.0,4.0,-6.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,95,4.0,4.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,96,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,97,4.0,-4.0,-8.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,98,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,99,4.0,4.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,100,-4.0,-4.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,101,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,102,4.0,4.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,103,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,104,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,105,4.0,10.0,6.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,106,-10.0,-10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,107,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,108,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,109,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,110,4.0,10.0,6.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,111,-4.0,10.0,14.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,112,4.0,10.0,6.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,113,-4.0,10.0,14.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,114,4.0,-4.0,-8.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,115,10.0,4.0,-6.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,116,4.0,10.0,6.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,117,4.0,4.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,118,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,119,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,120,4.0,-4.0,-8.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,121,4.0,4.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,122,10.0,4.0,-6.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,123,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,124,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,125,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,126,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,127,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,128,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,129,4.0,4.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,130,10.0,-4.0,-14.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,131,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,132,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,133,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,134,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,135,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,136,4.0,4.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,137,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,138,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,139,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,140,10.0,10.0,0.0
2025-2025040821gm-00a9-0000-b7ac449d-06-s3-d8,141,10.0,10.0,0.0
